img_name,uuid,url
70,a65dcec6de4c41b6abacc4438dd408ea,"https://store.storeimages.cdn-apple.com/4974/as-images.apple.com/is/image/AppleInc/aos/published/images/E/GC/EGC/gray/EGC-gray?wid\u003d656\u0026hei\u003d408\u0026fmt\u003dpng-alpha\u0026qlt\u003d80\u0026op_sharpen\u003d0\u0026resMode\u003dbicub\u0026op_usm\u003d0.5,0.5,0,0\u0026iccEmbed\u003d0\u0026layer\u003dcomp\u0026.v\u003d1475520804751"
72,ba5c743c6ed74c4b8cd7039ba72221b5,http://www.valuewalk.com/wp-content/uploads/2017/03/apple_logo_1489429083.png
73,30468fbefc8a48938ba7ec121496f87e,https://regmedia.co.uk/2016/10/14/apple.jpg?x\u003d648\u0026y\u003d348\u0026crop\u003d1
74,4b798c74907d4f049aa93e7c30dbdea3,http://images.clipartpanda.com/red-apple-clipart-9iRa6xnie.png
75,3a159797679340c59c935723e459c6c2,https://support.apple.com/content/dam/edam/applecare/images/en_US/homepage/homepage_productnav_apple_watch_2x.png
76,bbcedfc97a9e481ca43b216481d5bfc5,http://cdn.wccftech.com/wp-content/uploads/2017/03/Apple-Disney-Rumours-01-Header.jpg
77,a30d8b9a9189470e8cd6f0c069cc03ba,https://cdn.pixabay.com/photo/2012/04/01/16/53/apple-23484_960_720.png
78,75fb738310e045b29a52b1342f61ea3c,https://www.apple.com/mac/home/images/social/macbook_mac_og.png?201706131820
80,562e0411e137469d9b691949de534c14,"https://store.storeimages.cdn-apple.com/4974/as-images.apple.com/is/image/AppleInc/aos/published/images/H/KP/HKPR2/HKPR2?wid\u003d445\u0026hei\u003d445\u0026fmt\u003djpeg\u0026qlt\u003d95\u0026op_sharpen\u003d0\u0026resMode\u003dbicub\u0026op_usm\u003d0.5,0.5,0,0\u0026iccEmbed\u003d0\u0026layer\u003dcomp\u0026.v\u003d1477527915365"
81,4aec70a9e0da4e83b77b291a08dbbab9,"https://store.storeimages.cdn-apple.com/4974/as-images.apple.com/is/image/AppleInc/aos/published/images/w/eb/web/overlay/web-overlay-hdmi-cable-201510?wid\u003d475\u0026amp;hei\u003d453\u0026amp;fmt\u003djpeg\u0026amp;qlt\u003d95\u0026amp;op_sharpen\u003d0\u0026amp;resMode\u003dbicub\u0026amp;op_usm\u003d0.5,0.5,0,0\u0026amp;iccEmbed\u003d0\u0026amp;layer\u003dcomp\u0026amp;.v\u003d5Rqlx2"
82,5bd1a6c5ca56442b97bbf8b715d4ff77,http://www.gizchina.com/wp-content/uploads/images/2017/04/apple-fbi-514451372.jpg
83,f479f1d9b7e14ccd97407243d1359482,https://qzprod.files.wordpress.com/2017/05/apple-earnings-q2-2017-aapl.jpg?quality\u003d80\u0026strip\u003dall
84,54c5264d57da4b4c9062b346339dc061,https://www.mallmaverick.com/system/stores/store_fronts/000/017/604/original/Apple.jpg?1452743449
85,f7d2f63a81024030b85d0cfb77d66d33,"https://store.storeimages.cdn-apple.com/4662/as-images.apple.com/is/image/AppleInc/aos/published/images/a/pp/appletv/alp/appletv-alp-201605?wid\u003d1440\u0026hei\u003d480\u0026fmt\u003djpeg\u0026qlt\u003d95\u0026op_sharpen\u003d0\u0026resMode\u003dbicub\u0026op_usm\u003d0.5,0.5,0,0\u0026iccEmbed\u003d0\u0026layer\u003dcomp\u0026.v\u003d1464287235881"
86,e465115a85344bb59a305b07ec0c7ee3,https://upload.wikimedia.org/wikipedia/commons/9/92/Apple_Watch-.jpg
87,ffb3c7819b854bedb4545530c8101ae9,http://img.bbystatic.com/BestBuy_US/en_US/images/abn/2015/global/gen/indv-pages/136598-AppleBrandStore/desktop/imgs2/bg_appletv.png
88,4671d850bda24ac8bb2da5f2d7f647f3,http://img.bbystatic.com/BestBuy_US/store/ee/2016/global/general/brands/Apple/iTunes_Beats-Addition/bg_appleMusic.png
89,0ce263a7b23a4fc181b996d28d568750,https://store.storeimages.cdn-apple.com/4662/as-images.apple.com/is/image/AppleInc/aos/published/images/H/JB/HJB32/HJB32_FV407?wid\u003d707\u0026hei\u003d647\u0026fmt\u003dpng-alpha\u0026qlt\u003d95\u0026.v\u003d1480001750466
90,aea5aa62cc8b4afb9f672e95c72e616b,https://images.apple.com/apple-events/october-2016/video/poster_medium.jpg
91,ed38a76dc7bc4955be9e29ead51a76cd,https://support.apple.com/content/dam/edam/applecare/images/en_US/promo_icons/large-promo-icon-twitter-blue_2x.png
92,198924cd5a894d0a9572f98be243903f,"https://store.storeimages.cdn-apple.com/4974/as-images.apple.com/is/image/AppleInc/aos/published/images/M/K0/MK0C2/MK0C2?wid\u003d572\u0026hei\u003d572\u0026fmt\u003djpeg\u0026qlt\u003d95\u0026op_sharpen\u003d0\u0026resMode\u003dbicub\u0026op_usm\u003d0.5,0.5,0,0\u0026iccEmbed\u003d0\u0026layer\u003dcomp\u0026.v\u003dRRrk90"
93,c2a5b31fc6974e24a5133460bb5fa1d0,"https://store.storeimages.cdn-apple.com/4974/as-images.apple.com/is/image/AppleInc/aos/published/images/M/GQ/MGQM2/MGQM2?wid\u003d1200\u0026hei\u003d630\u0026fmt\u003djpeg\u0026qlt\u003d95\u0026op_sharpen\u003d0\u0026resMode\u003dbicub\u0026op_usm\u003d0.5,0.5,0,0\u0026iccEmbed\u003d0\u0026layer\u003dcomp\u0026.v\u003dDTqll1"
94,7432294afd0b43ed9524a3d125d14415,https://support.apple.com/library/content/dam/edam/applecare/images/en_US/apple-store-giftcard.png
95,22c11230958244dbb24c38cc3d455f2c,https://support.apple.com/library/content/dam/edam/applecare/images/en_US/applepay/ios10-3-apple-pay-mark-logo-centered-header.png
96,c3397fa2350d4782a65d00d6c266d3cf,http://i2.cdn.turner.com/money/dam/assets/170321111434-apple-red-iphone-7-plus-00000000-1024x576.jpg
97,ee789b6f12b449eebb2437126e7f31da,https://media3.s-nbcnews.com/j/newscms/2016_49/1768001/161026-apple-logo-store-211p_c15867a31ee16d3318f892378255afd6.nbcnews-ux-2880-1000.jpg
98,aac82b558b2c453e8446e3563e1baf01,"https://store.storeimages.cdn-apple.com/4974/as-images.apple.com/is/image/AppleInc/aos/published/images/H/KJ/HKJS2/HKJS2?wid\u003d445\u0026hei\u003d445\u0026fmt\u003djpeg\u0026qlt\u003d95\u0026op_sharpen\u003d0\u0026resMode\u003dbicub\u0026op_usm\u003d0.5,0.5,0,0\u0026iccEmbed\u003d0\u0026layer\u003dcomp\u0026.v\u003d1477095380056"
99,fe4bf09ef9054dcfa8adc6df16aa1972,http://corpgov.net/wp-content/uploads/2013/10/silver-apple-logo-apple-picture.jpg
100,cf21011111084fb480c2cf9b32f2a583,https://cdn.macrumors.com/article-new/2016/02/applevrheadset.jpg
